title,author,state,district,ban_type,origin,date,year,month
Satanism (At Issue),"Roleff, Tamara L.",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Berlin Boxing Club,"Sharenow, Robert",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Opposite of Innocent,"Sones, Sonya",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Monday's Not Coming,"Jackson, Tiffany D.",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
All American Boys,"Reynolds, Jason",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
"Imbeciles: The Supreme Court, American Eugenics, and the Sterilization of Carrie Buck","Cohen, Adam",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Rape of Nanking,"Chang, Iris",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
Do Abstinence Programs Work?,"Fisanick, Christina",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Losing the Girl: Book 1 (Life on Earth),MariNaomi,Texas,Katy Independent School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Rick,"Gino, Alex",Florida,Hernando School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Girl Who Fell from the Sky,"Durrow, Heidi W.",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Safe,"Shaw, Susan",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
"l8r, g8r","Myracle, Lauren",Texas,Birdville Independent School District,Banned Pending Investigation,Formal Challenge,2021-11-01,2021,2021-11
Odd One Out,"Stone, Nic",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Gender Queer: A Memoir,"Kobabe, Maia",Virginia,Harrisonburg City Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Burned (House of Night Series),"Cast, P. C.",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Truth About Alice: A Novel,"Mathieu, Jennifer",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
This One Summer,"Tamaki, Mariko",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Of Mice and Men,"Steinbeck, John",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
Infinity Reaper (Infinity Cycle Series),"Silvera, Adam",Texas,Keller Independent School District,Banned in Libraries and Classrooms,Formal Challenge,2021-11-01,2021,2021-11
Gender Queer: A Memoir,"Kobabe, Maia",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
We Are the Ants,"Hutchinson, Shaun David",Texas,Keller Independent School District,Banned in Libraries and Classrooms,Formal Challenge,2021-11-01,2021,2021-11
The Cider House Rules,"Irving, John",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Infinite Moment of Us,"Myracle, Lauren",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Gender Queer: A Memoir,"Kobabe, Maia",South Carolina,Fort Mill Schools,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Bowery Girl,"Blakemore, Kim Taylor",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
My Sister's Keeper,"Picoult, Jodi",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Panic,"Draper, Sharon M.",Texas,Keller Independent School District,Banned in Libraries and Classrooms,Formal Challenge,2021-11-01,2021,2021-11
Hunted (House of Night Series),"Cast, P. C.",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Kite Runner,"Hosseini, Khaled",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
#BlackLivesMatter: Protesting Racism,"Thomas, Rachael L.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Lucky,"Sebold, Alice",Florida,Hernando School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Blended,"Draper, Sharon M.",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Bluest Eye,"Morrison, Toni",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Melissa (George),"Gino, Alex",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Boy2Girl,"Blacker, Terence",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Out of Darkness,"Pérez, Ashley Hope",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Nineteen Minutes,"Picoult, Jodi",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
"How I Paid for College: A Novel of Sex, Theft, Friendship & Musical Theater (Edward Zanni Series)","Acito, Marc",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Doing It!: Let's Talk About Sex,"Witton, Hannah",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Water for Elephants,"Gruen, Sara",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Wishtree,"Applegate, Katherine",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Extremely Loud & Incredibly Close,"Foer, Jonathan Safran",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
What We Saw,"Hartzler, Aaron",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
All Boys Aren't Blue,"Johnson, George M.",Texas,Katy Independent School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Testaments,"Atwood, Margaret",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Monster,"Myers, Walter Dean",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Facts Speak for Themselves,"Cole, Brock",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Awakened (House of Night Series),"Cast, P. C.",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Hate U Give,"Thomas, Angie",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Fences,"Wilson, August",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Speak,"Anderson, Laurie Halse",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
33 Snowfish,"Rapp, Adam",Virginia,Spotsylvania County Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
All Boys Aren't Blue,"Johnson, George M.",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Black Friend: On Being a Better White Person,"Joseph, Frederick",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Political Resistance in the Current Age,"Harris, Duchess",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,"Nordberg, Jenny",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
"Exit, Pursued by a Bear","Johnston, E. K.",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
The Glass Castle,"Walls, Jeannette",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
Joshua and the City,"Girzone, Joseph F.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
"l8r, g8r","Myracle, Lauren",Texas,Keller Independent School District,Banned in Libraries and Classrooms,Formal Challenge,2021-11-01,2021,2021-11
King and the Dragonflies,"Callender, Kacen",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Darkness Before Dawn,"Draper, Sharon M.",North Carolina,Pitt County Schools,Banned in Classrooms,Administrator,2021-11-01,2021,2021-11
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Carnival at Bray,"Foley, Jessie Ann",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Crank (Crank Series),"Hopkins, Ellen",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Feed,"Anderson, M. T.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Charmed,"Mac, Carrie",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Tempted (House of Night Series),"Cast, P. C.",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Ghost Boys,"Rhodes, Jewel Parker",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Handmaid's Tale,"Atwood, Margaret",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Gender Queer: A Memoir,"Kobabe, Maia",Texas,Spring Branch Independent School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Speak,"Anderson, Laurie Halse",Florida,Flagler Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Night,"Wiesel, Elie",North Carolina,Pitt County Schools,Banned in Classrooms,Administrator,2021-11-01,2021,2021-11
Gender Queer: A Memoir,"Kobabe, Maia",Pennsylvania,East Stroudsburg Area School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
#MurderTrending (MurderTrending Series),"McNeil, Gretchen",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Lush,"Friend, Natasha",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",Iowa,Ankeny Community School District,Banned in Libraries,Formal Challenge,2021-11-01,2021,2021-11
"Stamped: Racism, Antiracism, and You","Reynolds, Jason",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Black Lives Matter: From a Moment to a Movement,"Hillstrom, Laurie Collier",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Florida,Indian River County School District,Banned in Libraries,Administrator,2021-11-01,2021,2021-11
The Best at It,"Pancholy, Maulik",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Me and Earl and the Dying Girl,"Andrews, Jesse",Texas,Keller Independent School District,Banned in Libraries,Formal Challenge,2021-11-01,2021,2021-11
The Bell Jar,"Plath, Sylvia",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Me and Earl and the Dying Girl,"Andrews, Jesse",Iowa,Ankeny Community School District,Banned in Libraries,Formal Challenge,2021-11-01,2021,2021-11
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Sin-Eater's Confession,"Bick, Ilsa J.",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Trans Mission: My Quest to a Beard,"Bertie, Alex",Kansas,Goddard Public Schools,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Yaqui Delgado Wants to Kick Your Ass,"Medina, Meg",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Who Am I Without Him?: A Short Story Collection about Girls and Boys in Their Lives,"Flake, Sharon G.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Nerdy and the Dirty,"Gottfred, B. T.",Texas,Katy Independent School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Hunger: A Memoir of (My) Body,"Gay, Roxane",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Maus 1: A Survivor's Tale: My Father Bleeds History,"Spiegelman, Art",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
Blankets,"Thompson, Craig",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",Kansas,Derby Public Schools,Banned in Libraries and Classrooms,Formal Challenge,2021-11-01,2021,2021-11
How to Be an Antiracist,"Kendi, Ibram X.",Florida,Indian River County School District,Banned Pending Investigation,Administrator,2021-11-01,2021,2021-11
This Is My America,"Johnson, Kim",Florida,Indian River County School District,Banned in Libraries and Classrooms,Administrator,2021-11-01,2021,2021-11
